QUAD_NR,D_xupp_SUM_LCs,D_xlow_SUM_LCs,D_yupp_SUM_LCs,D_ylow_SUM_LCs
420082.0,3.1655834637368954e-09,9.219885589428488e-15,1.5153488216438737e-07,4.5949205851154627e-07
420083.0,1.253677814752107e-13,3.2133478074144393e-11,5.394763819918424e-06,9.452486069809572e-06
420084.0,2.07536561208383e-12,7.04106407615166e-11,8.830197041366726e-05,8.975484986663824e-05
420085.0,4.0917790371953897e-13,2.9349501989443035e-05,1.624769708083971e-05,3.712751259922242e-06
420086.0,3.1577244497469105e-13,2.1256064863734e-06,7.263542658751973e-06,1.2646671527980734e-06
420087.0,2.331156272672903e-13,1.4476939729497074e-06,5.4919119028818994e-06,7.746815026992602e-07
420088.0,3.8884803915044725e-13,2.213899973420247e-06,8.998309416286818e-06,1.9257308385651005e-06
420089.0,2.8717981970636997e-13,1.7239959116359534e-05,1.1327452893377374e-05,2.9703543013706456e-06
420090.0,3.5149077747276697e-13,4.113105915614283e-05,1.2846046811824027e-05,3.376124698893564e-06
420091.0,2.884512239182501e-13,2.948198979473862e-05,2.0231215517142174e-05,6.439586294905581e-06
420092.0,1.2596872097977223e-13,9.792782968287179e-06,5.884471505820976e-06,1.6859850301850027e-06
420093.0,7.882932417721109e-14,5.301152143852874e-10,7.995152508776544e-11,1.1671520543531064e-13
420094.0,0.006060514242765467,1.9225577265386208e-05,1.2777629391959842e-11,2.0000613130557227e-09
420095.0,4.711486335383658e-07,3.4056882109597104e-08,4.3604054402917793e-11,9.897896969495075e-10
420096.0,1.9770934433529823e-09,2.2525248056122524e-09,2.0354113480369627e-11,1.7404817906973912e-13
420097.0,8.09812291433089e-15,1.4266343182377773e-08,7.969334262735618e-09,9.712636918104665e-11
420098.0,9.323806935402589e-15,6.111474300121096e-08,2.5559755433948816e-08,8.27882552062578e-10
420099.0,3.9145497564752173e-13,1.1703780190209448e-09,8.243595490982953e-09,3.4677796098867643e-09
420100.0,5.899671050701707e-14,1.4995775295178747e-10,2.588240587825122e-09,1.408993168708564e-11
420101.0,3.3826748167421527e-09,3.0322739013856465e-10,7.095657667520881e-06,0.0006185077458782816
420102.0,2.164301372690767e-11,9.2596807192092e-18,1.1050651111898826e-07,3.36095136233233e-07
420103.0,4.463261704351029e-10,1.6720407270356782e-15,1.6201059926001869e-06,1.6004070218495979e-06
420104.0,6.903254678612376e-10,1.848274078567798e-12,2.354109974283795e-09,4.5297823355704414e-07
420105.0,1.0966821725682784e-13,5.329275515343637e-07,1.1184013817082506e-06,9.126236606645437e-08
420106.0,4.06972181511363e-14,1.8744848633225136e-07,1.3887438438210566e-07,8.597825670985678e-09
420107.0,7.85047134208221e-15,4.2440776135484506e-08,1.592551847251684e-08,1.0820646518515873e-09
420108.0,5.3068029625736646e-14,3.0923447474828855e-07,3.0407853940128207e-07,2.3313542704167085e-08
420109.0,6.32269104722175e-13,7.205856816985899e-16,9.870753953430602e-12,1.3697028143753165e-11
420110.0,1.966333676923983e-13,5.659408301938732e-15,1.0733894473606927e-09,5.280899203814306e-10
420111.0,6.22803207664825e-09,1.2218811729772966e-10,3.4697382281044497e-07,1.3313649224340436e-07
420112.0,1.827370269269379e-11,7.533324751711976e-11,1.4683157808390184e-06,9.487468389981085e-09
420113.0,4.213986917683177e-06,5.230609514204852e-06,5.406102659996498e-07,9.383179694256352e-08
420114.0,1.662466705969322e-05,6.072097126247368e-07,1.4778836035321143e-06,1.6005215602491623e-05
420115.0,2.1417087664629476e-06,5.686579062548373e-07,1.2847118465350624e-06,1.9590320485381123e-07
420116.0,5.70534660676376e-10,3.4502573252794885e-07,5.202496873782979e-07,7.614303238602827e-08
420117.0,7.220569708532265e-06,6.5058173293291545e-09,2.4950827496974533e-06,5.000774799063732e-05
420118.0,1.909597893492904e-07,3.760783077193555e-07,9.307963235216904e-06,0.0002516900389518242
420119.0,4.1660674176083865e-13,4.170650722840733e-07,2.265156730659122e-05,0.0004840651018054118
420120.0,1.9418860237550805e-05,2.0555864385365722e-07,1.0947258564777906e-05,0.00025936831978403893
420121.0,7.841996381470605e-11,8.62906780518271e-18,3.4700013540886485e-10,9.265373181171926e-10
420122.0,9.303871611554936e-10,4.955023126881487e-18,6.785571519119115e-11,6.0558116559754734e-09
420123.0,5.203070100342646e-05,2.586367721143386e-08,1.4226624153758058e-10,1.0066852203830156e-06
420124.0,1.3728544270328018e-08,1.603085528703892e-14,4.0866768075465105e-05,0.0030318054686199578
420125.0,9.389374481851333e-07,4.462540309668311e-07,0.0003277222445223789,0.0003106217329189451
420126.0,6.305859344397557e-14,9.59751206742401e-13,1.611983573979988e-05,8.709351055752458e-07
420127.0,5.0576413381954535e-12,1.857341479863461e-10,0.0010038882617401455,0.0023441825449227664
420128.0,1.0928948875713028e-13,1.1050070652296862e-10,2.4382268107288705e-10,2.5092066429166788e-12
420129.0,9.498067735038636e-10,4.38750433170744e-08,1.0748964655105807e-08,5.303402404995714e-13
420130.0,1.109572976039972e-09,2.611045984648037e-07,1.5190191580753476e-08,8.040582815859582e-09
420131.0,8.024166923909416e-09,1.2822637401669259e-08,4.110945168517302e-05,8.191815753563923e-06
420132.0,0.00044470530918242504,2.961563764825022e-06,2.02771086213448e-06,4.981066752277475e-05
420133.0,0.00023769298958968484,7.636580225483685e-06,5.5136818212423834e-11,9.42451784916763e-10
420134.0,0.0021143417056602855,0.00014643073947021362,5.058119499733437e-11,7.694535877846955e-10
420135.0,1.7611328609095586e-08,4.986991006543074e-10,5.1903014593834155e-11,1.9889037331929588e-10
420136.0,9.88067287817968e-09,5.989819102125778e-10,2.0800882809941836e-10,7.41319380855861e-11
420137.0,3.1611545720185376e-07,3.234815721703454e-15,2.3572884790028634e-07,2.545232170351577e-06
420138.0,3.451522128142775e-05,8.486595891737828e-07,2.3980967018845036e-05,0.00016710530486060046
420139.0,1.405220669817133e-05,6.973552990495285e-07,1.0730569432075791e-06,1.7562329516650264e-07
420140.0,1.6657537211937478e-07,9.721513322347793e-09,3.028930287980825e-07,3.2273985325010174e-06
420141.0,8.102647029591766e-09,3.146675266524792e-11,7.055851273408059e-11,5.109899533569784e-09
420142.0,6.554569240806518e-12,1.7003585658469294e-09,4.651598089784508e-11,4.836936683498436e-09
420143.0,1.0437958432272278e-08,3.4221216342573524e-08,1.485297097842692e-07,3.703673677688417e-06
420144.0,1.5248977798880632e-08,1.327399957520025e-10,2.5658643112161975e-10,1.527472531513658e-08
420145.0,1.430244108517669e-11,1.0126657039815151e-10,1.1460526959654835e-11,7.709995169784695e-12
420146.0,6.680788804349755e-16,6.296939566799336e-11,0.0002843212375762386,0.027369632394455886
420147.0,5.5752431492934744e-14,1.9055431291103325e-12,3.9792472348805686e-13,9.187442441551507e-11
420148.0,6.873422749082902e-11,1.4475497525466575e-10,3.02615147129348e-12,1.6426272506843167e-12
420149.0,5.860125335291735e-14,3.0871127717913957e-07,1.2699558625385579e-08,2.9075491900119115e-10
420150.0,1.194881408722582e-13,7.626680562081183e-07,5.668833025270329e-08,2.173566270524203e-09
